Instructor Name,HCM Home Dept,Crosslisted Course Flag,Course Subject Short Nm,Course Number,Course Title Nm,Pct of Instructor Hrs Taught,Semester Year Name Concat,Prorated Instr Enrollment Cnt,Crs Academic Division Nm,Section Nbr
Anant Sahai,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2016 Fall,1,College of Engineering (Division Lvl),037
Anant Sahai,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2017 Spring,1,College of Engineering (Division Lvl),037
Anant Sahai,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2017 Fall,1,College of Engineering (Division Lvl),037
Anant Sahai,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2018 Fall,3,College of Engineering (Division Lvl),037
Anant Sahai,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2019 Spring,1,College of Engineering (Division Lvl),037
Anant Sahai,Electrical Eng & Computer Sci,,Electrical Engineering,290S,Commun/Inform Thry,100,2018 Fall,25,College of Engineering (Division Lvl),001
Anant Sahai,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2016 Fall,2,College of Engineering (Division Lvl),060
Anant Sahai,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Spring,2,College of Engineering (Division Lvl),049
Anant Sahai,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Fall,4,College of Engineering (Division Lvl),060
Anant Sahai,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Spring,4,College of Engineering (Division Lvl),049
Anant Sahai,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Fall,5,College of Engineering (Division Lvl),060
Anant Sahai,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2019 Spring,4,College of Engineering (Division Lvl),049
Anant Sahai,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2019 Fall,4,College of Engineering (Division Lvl),060
Anant Sahai,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2020 Spring,3,College of Engineering (Division Lvl),049
Anant Sahai,Electrical Eng & Computer Sci,,Engineering,296MA,Capstone Project,50,2017 Fall,2.5,College of Engineering (Division Lvl),038
Anant Sahai,Electrical Eng & Computer Sci,,Engineering,296MA,Capstone Project,50,2018 Fall,2,College of Engineering (Division Lvl),007
Anant Sahai,Electrical Eng & Computer Sci,,Engineering,296MA,Capstone Project,100,2016 Fall,3,College of Engineering (Division Lvl),021
Anant Sahai,Electrical Eng & Computer Sci,,Engineering,296MA,Capstone Project,100,2019 Fall,8,College of Engineering (Division Lvl),057
Anant Sahai,Electrical Eng & Computer Sci,,Engineering,296MB,Capstone Project,50,2018 Spring,2.5,College of Engineering (Division Lvl),038
Anant Sahai,Electrical Eng & Computer Sci,,Engineering,296MB,Capstone Project,50,2019 Spring,2,College of Engineering (Division Lvl),007
Anant Sahai,Electrical Eng & Computer Sci,,Engineering,296MB,Capstone Project,100,2017 Spring,3,College of Engineering (Division Lvl),020
Anant Sahai,Electrical Eng & Computer Sci,,Engineering,296MB,Capstone Project,100,2020 Spring,8,College of Engineering (Division Lvl),008
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,188,Artif Intelligence,4.16666667,2019 Fall,30.25,College of Engineering (Division Lvl),999
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,188,Artif Intelligence,50,2018 Spring,333.5,College of Engineering (Division Lvl),001
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,188,Artif Intelligence,100,2017 Spring,406,College of Engineering (Division Lvl),001
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,188,Artif Intelligence,100,2019 Fall,726,College of Engineering (Division Lvl),001
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,197,Field Study,100,2018 Fall,1,College of Engineering (Division Lvl),230
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,197,Field Study,100,2019 Spring,4,College of Engineering (Division Lvl),230
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,198,Directed Group Stdy,100,2017 Fall,23,College of Engineering (Division Lvl),079
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,198,Directed Group Stdy,100,2017 Fall,20,College of Engineering (Division Lvl),080
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,198,Directed Group Stdy,100,2018 Fall,11,College of Engineering (Division Lvl),090
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,198,Directed Group Stdy,100,2019 Spring,27,College of Engineering (Division Lvl),090
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,198,Directed Group Stdy,100,2019 Fall,10,College of Engineering (Division Lvl),090
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2016 Fall,8,College of Engineering (Division Lvl),066
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2017 Spring,1,College of Engineering (Division Lvl),104
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2017 Fall,2,College of Engineering (Division Lvl),066
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2018 Spring,1,College of Engineering (Division Lvl),104
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2018 Fall,4,College of Engineering (Division Lvl),066
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2019 Spring,3,College of Engineering (Division Lvl),104
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2019 Fall,1,College of Engineering (Division Lvl),066
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,294,Special Topics,100,2016 Fall,35,College of Engineering (Division Lvl),115
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,294,Special Topics,100,2017 Fall,24,College of Engineering (Division Lvl),115
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2016 Fall,3,College of Engineering (Division Lvl),084
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2017 Spring,2,College of Engineering (Division Lvl),027
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2017 Fall,7,College of Engineering (Division Lvl),084
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Spring,7,College of Engineering (Division Lvl),027
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Fall,9,College of Engineering (Division Lvl),084
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2019 Spring,5,College of Engineering (Division Lvl),027
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2019 Fall,8,College of Engineering (Division Lvl),084
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,100,2017 Spring,1,College of Engineering (Division Lvl),044
Anca Dragan,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,100,2019 Fall,6,College of Engineering (Division Lvl),048
Anca Dragan,Electrical Eng & Computer Sci,,Electrical Engineering,98,Directed Group Stdy,100,2016 Fall,11,College of Engineering (Division Lvl),007
Anca Dragan,Electrical Eng & Computer Sci,,Electrical Engineering,198,Directed Group Stdy,100,2016 Fall,8,College of Engineering (Division Lvl),007
Anca Dragan,Electrical Eng & Computer Sci,,Electrical Engineering,198,Directed Group Stdy,100,2017 Spring,10,College of Engineering (Division Lvl),006
Anca Dragan,Electrical Eng & Computer Sci,,Engineering,296MA,Capstone Project,100,2016 Fall,3,College of Engineering (Division Lvl),019
Anca Dragan,Electrical Eng & Computer Sci,,Engineering,296MA,Capstone Project,100,2017 Fall,3,College of Engineering (Division Lvl),036
Anca Dragan,Electrical Eng & Computer Sci,,Engineering,296MB,Capstone Project,100,2017 Spring,3,College of Engineering (Division Lvl),018
Anca Dragan,Electrical Eng & Computer Sci,,Engineering,296MB,Capstone Project,100,2018 Spring,3,College of Engineering (Division Lvl),036
Andrew Carle,Electrical Eng & Computer Sci,,Computer Science,160,User Interfaces,100,2016 Fall,109,College of Engineering (Division Lvl),001
Andrew Carle,Electrical Eng & Computer Sci,,Computer Science,260A,User Interfaces,100,2016 Fall,8,College of Engineering (Division Lvl),001
Andrew Neureuther,Electrical Eng & Computer Sci,,Applied Science & Tech,299,Individual Research,100,2016 Fall,1,College of Engineering (Division Lvl),032
Andrew Neureuther,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2016 Fall,3,College of Engineering (Division Lvl),048
Andrew Neureuther,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Spring,3,College of Engineering (Division Lvl),038
Andrew Neureuther,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Fall,1,College of Engineering (Division Lvl),048
Andrew Neureuther,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Spring,1,College of Engineering (Division Lvl),038
Andrew Neureuther,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Fall,1,College of Engineering (Division Lvl),048
Andrew Neureuther,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2019 Fall,1,College of Engineering (Division Lvl),048
Andrew Neureuther,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2020 Spring,1,College of Engineering (Division Lvl),038
Anthony Joseph,Electrical Eng & Computer Sci,,Computer Science,162,Op Sys And Sys Prog,50,2018 Spring,195.5,College of Engineering (Division Lvl),001
Anthony Joseph,Electrical Eng & Computer Sci,,Computer Science,162,Op Sys And Sys Prog,100,2016 Fall,285,College of Engineering (Division Lvl),001
Anthony Joseph,Electrical Eng & Computer Sci,,Computer Science,197,Field Study,100,2016 Fall,1,College of Engineering (Division Lvl),208
Anthony Joseph,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2016 Fall,4,College of Engineering (Division Lvl),023
Anthony Joseph,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2017 Spring,4,College of Engineering (Division Lvl),040
Anthony Joseph,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2017 Fall,1,College of Engineering (Division Lvl),023
Anthony Joseph,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2019 Fall,1,College of Engineering (Division Lvl),023
Anthony Joseph,Electrical Eng & Computer Sci,,Computer Science,294,Special Topics,100,2017 Spring,6,College of Engineering (Division Lvl),135
Anthony Joseph,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2016 Fall,1,College of Engineering (Division Lvl),028
Anthony Joseph,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2017 Spring,2,College of Engineering (Division Lvl),054
Anthony Joseph,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2017 Fall,5,College of Engineering (Division Lvl),028
Anthony Joseph,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Spring,3,College of Engineering (Division Lvl),054
Anthony Joseph,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Fall,2,College of Engineering (Division Lvl),028
Anthony Joseph,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2019 Fall,2,College of Engineering (Division Lvl),028
Anthony Joseph,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,100,2016 Fall,2,College of Engineering (Division Lvl),034
Anthony Joseph,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,100,2018 Spring,6,College of Engineering (Division Lvl),035
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,169,Software Engineer,100,2016 Fall,161,College of Engineering (Division Lvl),001
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,169,Software Engineer,100,2017 Fall,119,College of Engineering (Division Lvl),001
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,169,Software Engineer,100,2019 Spring,120,College of Engineering (Division Lvl),001
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,197,Field Study,100,2018 Fall,7,College of Engineering (Division Lvl),222
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,198,Directed Group Stdy,50,2018 Spring,37.5,College of Engineering (Division Lvl),047
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,198,Directed Group Stdy,100,2017 Fall,103,College of Engineering (Division Lvl),047
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,198,Directed Group Stdy,100,2018 Fall,58,College of Engineering (Division Lvl),047
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,198,Directed Group Stdy,100,2019 Spring,52,College of Engineering (Division Lvl),093
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,198,Directed Group Stdy,100,2019 Fall,28,College of Engineering (Division Lvl),047
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2016 Fall,3,College of Engineering (Division Lvl),015
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2017 Spring,9,College of Engineering (Division Lvl),024
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2017 Fall,1,College of Engineering (Division Lvl),015
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2018 Spring,1,College of Engineering (Division Lvl),024
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2018 Fall,1,College of Engineering (Division Lvl),015
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2019 Spring,2,College of Engineering (Division Lvl),024
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2019 Fall,2,College of Engineering (Division Lvl),015
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2020 Spring,2,College of Engineering (Division Lvl),024
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2016 Fall,4,College of Engineering (Division Lvl),017
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2017 Spring,3,College of Engineering (Division Lvl),031
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2017 Fall,3,College of Engineering (Division Lvl),017
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Spring,3,College of Engineering (Division Lvl),031
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Fall,2,College of Engineering (Division Lvl),017
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2019 Spring,3,College of Engineering (Division Lvl),031
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2019 Fall,1,College of Engineering (Division Lvl),017
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2020 Spring,2,College of Engineering (Division Lvl),031
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,375,Teaching Techniques,100,2018 Spring,70,College of Engineering (Division Lvl),001
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,375,Teaching Techniques,100,2019 Spring,71,College of Engineering (Division Lvl),001
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,100,2016 Fall,1,College of Engineering (Division Lvl),007
Armando Fox,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,100,2017 Fall,6,College of Engineering (Division Lvl),007
